a,b,c,d,eig1,eig2,sum_squared
-4,-1,-2,-7,-3.4384471871911697,-7.561552812808831,69.00000000000001
2,-2,-4,5,0.29843788128357573,6.701562118716424,45.0
8,-4,-5,7,12.0,3.0,153.0
8,0,1,-1,-1.0,8.0,65.0
2,1,10,-1,4.0,-3.0,25.0
9,7,-7,-6,4.192582403567252,-1.1925824035672523,19.000000000000004
-9,7,-2,2,-7.531128874149275,0.5311288741492748,57.0
-4,-1,-2,4,-4.242640687119284,4.242640687119285,35.999999999999986
-6,1,-10,1,-4.0,-1.0,17.0
-5,8,8,5,-9.433981132056605,9.433981132056603,178.0
8,-8,-1,7,10.372281323269014,4.627718676730986,129.0
-2,3,-6,10,-0.24264068711928388,8.242640687119284,67.99999999999997
8,10,5,1,12.38986691902975,-3.3898669190297497,165.0
10,-7,-3,-4,11.366600265340756,-5.366600265340756,158.0
4,-5,-6,3,9.0,-2.0,85.0
10,2,-1,7,9.0,8.0,145.0
-7,-3,0,6,-7.0,6.0,85.0
7,10,0,5,7.0,5.0,74.0
1,2,5,10,0.0,11.0,121.0
-10,5,4,-5,-12.623475382979798,-2.3765246170202006,164.99999999999997
1,-3,-4,-9,2.0827625302982185,-10.08276253029822,106.0
1,10,3,5,-2.8309518948453,8.8309518948453,86.0
5,9,5,-5,8.366600265340756,-8.366600265340756,140.0
-5,-2,6,3,-3.0,1.0,10.0
-9,-1,0,-8,-9.0,-8.0,145.0
-4,-3,8,7,-1.0,4.0,17.0
2,2,8,1,5.531128874149275,-2.531128874149275,37.0
6,1,2,1,6.372281323269014,0.6277186767309857,41.0
-5,8,8,-7,2.062257748298549,-14.06225774829855,202.0
8,-2,5,-7,7.300735254367723,-6.300735254367722,93.00000000000003
10,-1,2,3,9.701562118716424,3.2984378812835757,105.0
-6,10,7,1,-11.569178573608529,6.569178573608527,177.00000000000006
-5,-10,-7,8,-9.094810050208544,12.094810050208546,228.99999999999997
-3,0,5,-2,-2.0,-3.0,13.0
4,-5,-7,-3,7.37386354243376,-6.37386354243376,95.0
-10,2,0,10,-10.0,10.0,200.0
4,10,2,-2,6.385164807134505,-4.385164807134504,60.00000000000001
-1,1,3,-10,-0.6781746195035225,-10.321825380496477,107.0
-4,4,6,8,-5.745966692414832,9.745966692414834,128.0
2,-2,4,-8,1.1231056256176615,-7.123105625617661,52.0
-10,5,-3,2,-8.582575694955839,0.5825756949558398,73.99999999999997
-3,6,3,10,-4.262087348130013,11.262087348130011,145.0
8,-5,-10,1,12.38986691902975,-3.3898669190297497,165.0
7,5,1,9,5.550510257216822,10.449489742783179,140.0
2,-3,-10,10,-0.7823299831252672,12.782329983125269,164.00000000000003
-4,4,2,2,-5.123105625617661,3.1231056256176606,36.0
1,-6,-4,-3,4.291502622129181,-6.291502622129181,58.00000000000001
-6,-2,3,1,-5.0,0.0,25.0
-7,9,-3,6,-4.405124837953327,3.405124837953327,31.0
-4,-10,-2,-8,-1.1010205144336442,-10.898979485566356,119.99999999999999
1,8,4,5,-3.0,9.0,90.0
-1,-5,6,10,4.0000000000000036,4.9999999999999964,40.99999999999999
6,10,8,7,-2.45823643358446,15.458236433584457,244.99999999999994
0,-4,-1,-4,0.8284271247461898,-4.82842712474619,24.0
-6,1,5,10,-6.306623862918073,10.306623862918075,146.0
-6,2,8,1,-7.815072906367325,2.8150729063673245,69.0
10,-6,-5,-4,11.888194417315589,-5.888194417315589,176.0
-7,10,10,-3,-15.19803902718557,5.198039027185569,258.0
-4,4,10,-8,0.6332495807107996,-12.6332495807108,159.99999999999997
6,0,-2,-6,-6.0,6.0,72.0
-1,4,3,-7,0.5825756949558398,-8.582575694955839,73.99999999999997
0,-3,-4,-7,1.424428900898052,-8.424428900898052,73.0
-5,5,9,4,-8.577747210701755,7.577747210701756,131.0
3,1,1,5,2.585786437626905,5.414213562373095,36.0
4,2,0,6,4.0,6.0,52.0
10,4,3,-1,11.0,-2.0,125.0
1,5,4,-1,4.582575694955841,-4.582575694955839,42.0
-7,-2,10,9,-5.6332495807108,7.6332495807108,90.0
-2,10,9,0,-10.539392014169458,8.539392014169454,184.0
-7,-6,-6,0,-10.446221994724901,3.446221994724903,120.99999999999997
-9,3,-8,7,-7.32455532033676,5.324555320336759,82.00000000000003
10,-5,0,10,10.0,10.0,200.0
7,1,-6,-2,6.274917217635375,-1.274917217635375,41.0
9,7,8,-8,11.824751652906123,-10.824751652906125,257.0
-9,-2,-2,-6,-10.0,-5.0,125.0
-8,-5,-7,2,-10.745966692414834,4.745966692414834,138.0
2,0,-6,-10,-10.0,2.0,104.0
4,10,-1,-3,2.0,-1.0,5.0
10,-10,-9,8,18.539392014169458,-0.5393920141694544,344.00000000000006
3,-3,-5,1,6.0,-2.0,40.0
4,3,10,-10,5.8881944173155905,-11.888194417315589,176.00000000000003
9,-9,-4,-3,11.485281374238571,-5.4852813742385695,162.0
8,4,-1,-10,7.774964387392124,-9.774964387392123,156.00000000000006
-5,2,3,-8,-3.6277186767309857,-9.372281323269014,101.0
4,0,4,2,2.0,4.0,20.0
6,-9,-6,5,12.865459931328118,-1.8654599313281164,169.00000000000003
-4,-10,1,10,-3.2449979983983983,9.244997998398398,96.0
0,1,8,1,-2.3722813232690143,3.3722813232690143,17.0
-7,9,5,-1,-11.348469228349533,3.3484692283495354,139.99999999999997
2,-9,-8,8,-4.0,14.0,212.0
-5,8,10,9,-9.357816691600547,13.357816691600547,266.0
8,-3,3,-1,6.854101966249685,0.14589803375031551,47.0
-8,-5,4,7,-6.52079728939615,5.520797289396148,73.00000000000003
-7,-9,-8,-4,-14.116843969807043,3.116843969807043,209.0
2,0,0,5,2.0,5.0,29.0
4,6,7,8,-0.782329983125269,12.782329983125267,163.99999999999997
-7,-6,-4,-9,-3.0,-13.0,178.0
-10,1,-1,-3,-9.854101966249685,-3.1458980337503153,107.0
-10,1,-9,-1,-8.854101966249685,-2.1458980337503153,83.0
6,-8,-4,1,9.684658438426492,-2.6846584384264904,101.00000000000001
-3,9,1,-8,-1.594875162046673,-9.405124837953327,91.0
6,-2,-1,-5,6.178908345800274,-5.178908345800274,65.0
-10,1,-6,2,-9.477225575051662,1.4772255750516612,92.00000000000003
4,0,-3,-6,-6.0,4.0,52.0
-9,1,-9,5,-8.32455532033676,4.324555320336759,88.00000000000003
10,-8,-1,8,12.0,6.0,180.0
-3,-4,-10,1,-7.6332495807108,5.6332495807108,90.0
-6,5,-7,6,-0.9999999999999982,0.9999999999999991,1.9999999999999947
10,-9,1,-10,9.539392014169458,-9.539392014169456,182.00000000000003
1,1,1,8,0.8599450553597414,8.140054944640259,66.99999999999999
6,9,0,2,6.0,2.0,40.0
-3,-1,-3,9,-3.2449979983983965,9.244997998398398,96.0
-3,-2,-4,3,-4.123105625617661,4.123105625617661,34.0
-9,0,-3,2,2.0,-9.0,85.0
9,-7,-8,-6,12.094810050208544,-9.094810050208546,228.99999999999997
-8,4,8,-9,-2.8210916541997264,-14.178908345800274,209.0
-1,-8,-7,-5,4.745966692414834,-10.745966692414834,138.0
9,0,10,-10,-10.0,9.0,181.0
-6,2,10,3,-7.844288770224761,4.84428877022476,85.00000000000001
-2,6,4,10,-3.7459666924148323,11.745966692414834,152.0
-4,1,-5,10,-3.6332495807107996,9.6332495807108,105.99999999999999
5,-6,-2,3,7.605551275463989,0.39444872453601043,57.999999999999986
-3,3,1,-1,-4.0,0.0,16.0
9,9,10,2,15.611874208078344,-4.6118742080783415,265.00000000000006
-6,5,6,-5,-11.0,0.0,121.0
9,9,5,-9,11.224972160321826,-11.224972160321824,252.00000000000006
9,4,7,-10,10.374281585465774,-11.374281585465774,237.00000000000003
8,1,-3,-5,7.764982043070834,-4.764982043070834,83.0
-3,9,3,-6,0.9083269131959835,-9.908326913195985,99.00000000000001
-2,-3,-9,5,-4.764982043070834,7.764982043070834,83.0
3,3,1,-10,3.226812023536855,-10.226812023536855,115.0
-10,1,9,10,-10.440306508910552,10.44030650891055,218.00000000000006
4,-7,-4,5,-0.815072906367325,9.815072906367323,96.99999999999997
-8,-4,-5,5,-9.38986691902975,6.38986691902975,129.0
-3,-5,-1,5,-3.5825756949558407,5.58257569495584,44.0
0,2,-5,-10,-1.1270166537925839,-8.872983346207416,79.99999999999999
10,8,1,-5,10.5156097709407,-5.515609770940698,141.0
-2,9,2,-9,0.0,-11.0,121.0
-7,-9,-7,7,-10.583005244258363,10.583005244258363,224.00000000000003
-6,8,-1,7,-5.352349955359813,6.352349955359813,69.0
10,-1,-6,6,11.162277660168378,4.837722339831621,147.99999999999997
3,3,-3,-6,1.8541019662496847,-4.854101966249685,27.000000000000004
8,3,-2,-4,7.477225575051662,-3.477225575051661,68.00000000000001
-3,3,3,0,-4.854101966249685,1.8541019662496843,27.0
3,10,-3,-8,-2.0000000000000036,-2.9999999999999964,12.999999999999993
0,0,4,-1,-1.0,0.0,1.0
4,2,3,6,2.3542486889354093,7.645751311064591,64.0
2,-1,-10,-10,2.782329983125269,-10.782329983125269,124.00000000000003
4,5,1,-5,4.524937810560445,-5.524937810560445,51.0
-5,1,4,-7,-3.76393202250021,-8.23606797749979,82.0
9,-2,-2,-3,9.324555320336758,-3.3245553203367586,97.99999999999999
-9,2,-7,9,-8.185352771872452,8.18535277187245,134.00000000000003
7,8,5,3,11.6332495807108,-1.6332495807107996,138.0
7,-9,-3,3,10.567764362830022,-0.5677643628300215,112.00000000000001
-5,-1,-3,6,-5.266281297335398,6.266281297335398,67.00000000000001
1,6,2,8,-0.42442890089805196,9.424428900898052,89.0
-5,0,6,3,3.0,-5.0,34.0
-5,0,1,2,2.0,-5.0,29.0
-7,-4,-9,-5,-12.082762530298218,0.08276253029822023,145.99999999999994
-5,7,9,-3,-12.0,4.0,160.0
-3,-3,-3,-10,-1.8902277713535565,-11.109772228646444,127.0
-9,1,4,-7,-10.23606797749979,-5.76393202250021,138.0
-8,3,-3,2,-7.0,1.0,50.0
-5,-6,-7,-9,-0.21767001687473098,-13.782329983125267,189.99999999999997
4,-2,0,10,4.0,10.0,116.0
-5,0,6,-7,-7.0,-5.0,74.0
1,3,8,1,5.898979485566356,-3.8989794855663567,50.0
7,10,6,-8,10.281929326423914,-11.281929326423912,233.0
-10,8,-7,5,-3.0,-2.0,13.0
1,10,10,2,-8.512492197250394,11.512492197250392,205.0
-6,7,4,1,-8.844288770224761,3.84428877022476,93.0
6,5,6,9,1.8210916541997264,13.178908345800274,177.0
-2,-6,-10,-5,4.38986691902975,-11.38986691902975,149.0
3,6,8,-10,6.0,-13.0,205.0
-10,2,3,-5,-11.0,-4.0,137.0
-1,8,8,8,-5.6787798753429115,12.678779875342908,192.99999999999997
-7,9,8,-1,-13.0,5.0,194.0
-9,-7,-5,-4,-12.922616289332565,-0.07738371066743532,167.0
8,-2,9,-1,5.0,2.0,29.0
2,7,5,6,-2.2449979983983983,10.244997998398398,110.0
2,1,-1,-10,1.9160797830996152,-9.916079783099615,101.99999999999997
-3,10,7,-9,2.8881944173155905,-14.888194417315589,230.0
5,1,-2,-8,4.844288770224759,-7.84428877022476,84.99999999999999
10,-7,-9,-3,13.759142264341595,-6.759142264341596,234.99999999999997
-1,5,0,7,-1.0,7.0,50.0
-8,-4,4,10,-7.062257748298549,9.06225774829855,131.99999999999997
5,5,-3,-4,2.7912878474779195,-1.79128784747792,10.999999999999996
4,-2,-9,6,0.6411010564593269,9.358898943540673,88.0
-6,0,8,-4,-4.0,-6.0,52.0
-9,5,1,4,-9.37386354243376,4.37386354243376,107.00000000000001
-10,2,-5,2,-9.099019513592784,1.099019513592785,84.0
7,-8,-10,4,14.569178573608529,-3.569178573608526,225.00000000000003
2,-6,2,-6,0.0,-4.0,16.0
8,10,7,10,0.573850226823641,17.42614977317636,304.0
-1,-3,4,10,0.22799812734123392,8.772001872658766,77.00000000000001
9,-7,-9,-5,12.583005244258363,-8.583005244258363,232.00000000000003
-8,-4,-1,-5,-9.0,-4.0,97.0
-10,-5,-6,2,-12.124038404635959,4.124038404635961,163.99999999999997
2,-10,-5,2,9.071067811865476,-5.071067811865475,108.0
0,-1,5,9,0.594875162046673,8.405124837953327,71.0
-10,0,7,5,5.0,-10.0,125.0
7,-3,-1,-1,7.358898943540673,-1.3588989435406735,55.99999999999999
-6,-1,7,10,-5.54983443527075,9.54983443527075,122.0
-5,-8,-3,-2,-8.623475382979798,1.623475382979799,76.99999999999999
-6,-9,-9,-4,-14.055385138137416,4.055385138137417,213.99999999999997
6,-1,1,-9,5.933034373659252,-8.933034373659252,114.99999999999997
2,1,0,-1,2.0,-1.0,5.0
-9,-2,-5,7,-9.602325267042627,7.602325267042627,150.0
3,8,3,-3,5.744562646538029,-5.744562646538029,66.0
6,-8,-1,6,8.82842712474619,3.17157287525381,87.99999999999999
0,-3,-10,2,-4.5677643628300215,6.567764362830022,64.0
10,-7,-4,3,12.844288770224761,0.15571122977523988,165.00000000000003
-6,0,6,-6,-6.0,-6.0,72.0
9,-8,-6,4,13.865459931328118,-0.8654599313281173,193.00000000000003
5,-8,-10,-2,11.104686356149273,-8.104686356149273,189.0
8,2,-6,-2,6.60555127546399,-0.6055512754639893,44.00000000000001
1,9,5,-8,4.577747210701755,-11.577747210701755,154.99999999999997
3,-10,-1,4,0.29843788128357573,6.701562118716424,45.0
-8,1,-6,-1,-7.0,-2.0,53.0
8,0,5,-5,-5.0,8.0,89.0
2,1,-1,-8,1.8989794855663558,-7.898979485566356,65.99999999999999
0,8,0,1,0.0,1.0,1.0
-1,-8,-8,9,-5.433981132056605,13.433981132056603,210.0
5,-8,-1,0,6.274917217635375,-1.274917217635375,41.0
10,1,5,7,11.192582403567252,5.807417596432748,159.0
3,7,3,-6,4.922616289332565,-7.922616289332565,87.0
10,3,-3,4,7.0,7.0,98.0
4,8,9,-5,9.104686356149273,-10.104686356149273,185.0
8,-3,-5,9,4.594875162046673,12.405124837953327,175.0
4,-8,-1,4,6.82842712474619,1.1715728752538102,48.0
5,6,8,0,9.865459931328118,-4.865459931328117,121.0
5,-6,-6,3,10.082762530298218,-2.0827625302982202,105.99999999999997
7,-3,-6,-4,8.446221994724901,-5.446221994724903,100.99999999999999
-7,-7,5,6,-3.1925824035672523,2.1925824035672523,15.000000000000004
4,-7,-5,5,-1.4371710435189584,10.437171043518958,111.0
-7,-5,-6,5,-9.124038404635959,7.124038404635961,133.99999999999997
5,-1,-2,-7,5.164414002968975,-7.164414002968977,77.99999999999999
-7,7,2,2,-8.352349955359813,3.352349955359813,81.0
5,4,-6,-5,1.0000000000000009,-1.0000000000000004,2.0000000000000027
-7,-10,-7,-10,0.0,-17.0,289.0
10,-3,-6,-9,10.904326023342406,-9.904326023342406,217.00000000000003
-7,-6,-5,0,-10.0,3.0,109.0
-10,-1,9,10,-9.539392014169458,9.539392014169456,182.00000000000003
9,7,5,-9,10.77032961426901,-10.770329614269007,232.0
7,3,-5,-3,5.16227766016838,-1.1622776601683795,28.000000000000007
4,4,4,5,0.46887112585072543,8.531128874149275,73.0
-10,0,-6,-6,-6.0,-10.0,136.0
10,-5,-9,-5,12.562305898749052,-7.562305898749054,214.99999999999997
3,0,-7,-2,-2.0,3.0,13.0
-8,5,0,-7,-8.0,-7.0,113.0
-10,10,5,8,-12.445523142259596,10.445523142259598,264.0
5,0,-3,-10,-10.0,5.0,125.0
10,-2,1,-3,9.84428877022476,-2.84428877022476,104.99999999999999
6,-1,-4,8,4.76393202250021,9.23606797749979,108.0
-5,10,8,7,-9.77032961426901,11.770329614269007,234.0
0,8,3,7,-2.520797289396146,9.520797289396148,97.0
-2,-4,-10,-4,3.4031242374328485,-9.403124237432849,100.0
5,8,-1,-8,4.352349955359813,-7.352349955359813,73.0
-8,6,-1,6,-7.557438524302,5.557438524302,87.99999999999999
-5,1,9,6,-5.764982043070834,6.764982043070834,79.0
6,-1,-4,5,7.561552812808831,3.4384471871911697,69.00000000000001
2,-8,-9,5,-5.116843969807043,12.116843969807043,173.0
-6,-4,-9,6,-8.485281374238571,8.48528137423857,144.0
2,10,10,5,-6.611874208078344,13.61187420807834,228.99999999999997
9,-9,-6,7,15.416198487095663,0.583801512904337,238.0
-4,0,0,6,-4.0,6.0,52.0
5,5,5,3,9.099019513592786,-1.0990195135927845,84.00000000000003
9,2,4,1,9.898979485566356,0.1010205144336438,97.99999999999999
-2,7,10,3,-8.232124598286491,9.23212459828649,153.0
9,-7,-3,-3,10.54983443527075,-4.54983443527075,132.0
-10,7,-1,10,-9.643650760992955,9.643650760992955,186.0
-7,-10,-7,-7,1.3666002653407556,-15.366600265340756,238.0
-7,6,-2,8,-6.152067347825035,7.152067347825035,89.0
2,-7,-6,2,8.48074069840786,-4.4807406984078595,92.0
5,-6,-3,5,9.242640687119284,0.7573593128807143,85.99999999999997
-10,-5,0,5,-10.0,5.0,125.0
-6,5,-4,8,-4.385164807134505,6.385164807134505,60.000000000000014
-10,-2,7,2,-8.690415759823429,0.6904157598234295,76.0
4,-8,-1,-2,5.123105625617661,-3.1231056256176606,36.0
5,10,-3,-7,1.449489742783177,-3.4494897427831774,13.999999999999993
-5,-9,0,-4,-5.0,-4.0,41.0
10,-3,-6,7,13.0,4.0,185.0
5,3,1,6,3.6972243622680057,7.302775637731995,67.0
-6,3,-5,4,-4.16227766016838,2.1622776601683795,22.000000000000007
-4,3,7,-10,-1.522774424948338,-12.47722557505166,157.99999999999997
-5,-8,-6,1,-9.54983443527075,5.54983443527075,122.0
0,2,5,7,-1.2169905660283007,8.216990566028302,69.0
6,6,0,9,6.0,9.0,117.0
9,-1,2,1,8.74165738677394,1.2583426132260587,77.99999999999999
1,1,-9,-6,-0.6972243622680052,-4.302775637731995,19.0
-9,9,2,-8,-12.772001872658766,-4.227998127341234,181.0
-7,-4,1,7,-6.708203932499369,6.708203932499369,90.00000000000001
-6,-1,1,-3,-5.618033988749895,-3.381966011250105,43.0
8,4,-10,-8,4.8989794855663575,-4.898979485566357,48.000000000000014
-10,-1,9,-1,-8.854101966249685,-2.1458980337503153,83.0
-6,7,10,4,-10.746794344808963,8.746794344808965,192.0
10,1,-10,-7,9.38986691902975,-6.38986691902975,129.0
-10,0,-9,-10,-10.0,-10.0,200.0
1,5,-1,7,2.0,6.0,40.0
4,6,-1,-8,3.477225575051662,-7.477225575051661,68.00000000000001
10,5,-5,-8,8.483314773547882,-6.483314773547883,113.99999999999999
-2,0,10,2,2.0,-2.0,8.0
7,-7,-3,2,9.720153254455276,-0.7201532544552753,95.00000000000001
-1,-9,-3,-5,2.5677643628300215,-8.567764362830022,80.00000000000001
5,7,6,-5,8.18535277187245,-8.18535277187245,134.0
2,3,10,-1,6.178908345800274,-5.178908345800274,65.0
0,2,1,-2,0.7320508075688772,-2.732050807568877,8.0
-7,-4,-9,-4,-11.68465843842649,0.6846584384264913,136.99999999999997
-7,8,9,-4,-14.116843969807043,3.116843969807043,209.0
-3,6,2,10,-3.865459931328118,10.865459931328118,133.0
0,-10,-9,6,-6.949874371066201,12.949874371066198,215.99999999999997
-6,-5,-4,10,-7.165151389911681,11.16515138991168,176.0
4,8,5,2,9.403124237432849,-3.4031242374328485,100.0
-6,-8,-8,8,-9.63014581273465,11.63014581273465,228.0
3,5,6,-7,5.416198487095663,-9.416198487095663,118.0
2,-1,-8,-6,2.8989794855663558,-6.898979485566356,55.999999999999986
-8,-5,2,-1,-6.0,-3.0,45.0
8,-3,7,-8,6.557438524302,-6.557438524302,85.99999999999999
6,-3,-1,-9,6.197402159170327,-9.197402159170327,123.00000000000003
1,-5,-9,10,-2.577747210701755,13.577747210701755,190.99999999999997
-8,6,-4,10,-6.54983443527075,8.54983443527075,116.0
-6,-10,-3,1,-9.0,4.0,97.0
-4,-8,-9,-5,4.0,-13.0,185.0
10,-2,-1,-7,10.116843969807043,-7.116843969807043,153.0
-8,-2,6,3,-6.772001872658764,1.7720018726587654,48.999999999999986
-1,2,1,-10,-0.7830094339716993,-10.216990566028302,105.00000000000001
8,2,10,-7,9.23212459828649,-8.23212459828649,152.99999999999997
-9,4,1,-4,-9.701562118716424,-3.2984378812835757,105.0
9,7,2,6,11.531128874149275,3.468871125850725,144.99999999999997
-7,3,9,2,-9.37386354243376,4.37386354243376,107.00000000000001
-8,7,3,4,-9.54983443527075,5.54983443527075,122.0
7,3,10,-8,8.787087810503355,-9.787087810503355,173.0
8,-3,-7,-7,9.289197915623475,-8.289197915623472,155.00000000000003
8,0,-10,-3,-3.0,8.0,73.0
4,-10,-4,10,0.0,14.0,196.0
9,9,0,3,9.0,3.0,90.0
5,3,1,6,3.6972243622680057,7.302775637731995,67.0
3,-1,3,7,4.0,6.0,52.0
-7,0,1,3,3.0,-7.0,58.0
1,0,-8,1,1.0,1.0,2.0
-6,-5,8,7,-1.0,2.0,5.0
5,0,-6,-2,-2.0,5.0,29.0
-8,-3,-5,-7,-11.405124837953327,-3.5948751620466726,142.99999999999997
1,1,10,5,-0.7416573867739418,6.741657386773941,45.99999999999999
-1,3,2,-2,1.0,-4.0,17.0
-4,1,-6,7,-3.42442890089805,6.424428900898052,52.99999999999998
-7,-9,-8,1,-12.38083151964686,6.380831519646859,194.0
-8,-7,-5,1,-10.933034373659254,3.933034373659252,135.00000000000003
8,-1,-10,6,10.3166247903554,3.6833752096446,120.0
-2,1,-2,4,-1.6457513110645907,3.6457513110645907,16.0
-9,0,0,-3,-9.0,-3.0,90.0
-5,10,9,-4,-14.000000000000002,4.999999999999998,221.00000000000003
-8,-3,7,6,-6.291502622129181,4.291502622129181,58.00000000000001
-6,1,-2,9,-5.865459931328118,8.865459931328118,113.0
2,7,9,-2,8.18535277187245,-8.18535277187245,134.0
-9,2,-2,9,-8.774964387392124,8.774964387392123,154.00000000000006
-5,-10,-6,-8,1.3898669190297497,-14.38986691902975,209.0
-7,7,3,-7,-2.41742430504416,-11.58257569495584,140.00000000000003
-1,-8,-4,-1,4.656854249492381,-6.65685424949238,66.0
-7,3,7,-3,-10.0,0.0,100.0
-1,-6,-4,1,-5.0,5.0,50.0
-8,-7,-1,-7,-10.192582403567252,-4.807417596432748,127.0
4,8,9,8,-2.717797887081346,14.717797887081348,224.0
7,1,5,-10,7.289197915623475,-10.289197915623474,159.00000000000006
-10,-6,-1,10,-10.295630140987,10.295630140987,212.00000000000003
-7,3,2,-10,-5.627718676730986,-11.372281323269014,161.0
4,3,9,-1,7.2662812973353965,-4.266281297335398,70.99999999999999
-4,3,4,4,-5.291502622129181,5.291502622129181,56.00000000000001
-5,10,3,-9,-1.1690481051546993,-12.830951894845299,165.99999999999994
-6,-10,-2,-5,-10.0,-1.0000000000000009,101.0
9,-4,-2,-6,9.5156097709407,-6.515609770940698,133.0
3,-6,-3,-4,5.0,-6.0,61.0
7,8,-5,-9,3.8989794855663575,-5.898979485566357,50.000000000000014
2,0,-10,-9,-9.0,2.0,85.0
6,-3,-9,-5,8.06637297521078,-7.066372975210777,115.0
-6,5,-3,8,-4.8309518948453025,6.830951894845301,70.00000000000003
5,2,9,-4,6.68465843842649,-5.68465843842649,77.0
5,5,1,3,6.449489742783178,1.550510257216822,44.0
7,7,5,9,2.0,14.0,200.0
5,2,-2,-2,4.372281323269014,-1.3722813232690143,21.0
2,-7,-2,4,-0.872983346207417,6.872983346207417,48.0
3,8,1,10,2.0,11.0,125.0
9,6,5,-5,10.888194417315589,-6.888194417315589,166.0
1,6,4,7,-1.7445626465380286,9.744562646538029,98.0
5,2,10,6,0.9999999999999991,10.0,101.0
-3,-10,-8,5,-8.797958971132713,10.797958971132712,194.0
5,-7,1,-10,4.5178344238091,-9.5178344238091,111.00000000000003
-10,-4,7,4,-7.582575694955839,1.5825756949558398,59.999999999999986
2,3,6,1,5.772001872658765,-2.7720018726587656,41.0
9,2,9,4,11.424428900898054,1.5755710991019476,133.00000000000003
10,-7,-9,7,16.577747210701755,0.42225278929824395,274.99999999999994
-9,4,8,4,-11.116843969807045,6.116843969807043,161.00000000000003
9,-1,9,0,7.854101966249685,1.1458980337503155,63.0
-1,-6,-2,9,-2.0827625302982185,10.08276253029822,106.0
8,2,7,6,10.872983346207416,3.127016653792583,127.99999999999999
-5,-1,-9,-5,-2.0,-8.0,68.0
10,2,7,-4,10.937253933193773,-4.937253933193771,144.00000000000003
-9,3,-6,7,-7.782329983125269,5.782329983125268,94.00000000000001
0,-1,0,-9,0.0,-9.0,81.0
4,-4,-2,-6,4.744562646538029,-6.744562646538029,68.0
-9,10,8,-7,-17.0,0.9999999999999982,290.0
9,-4,-4,6,11.772001872658766,3.2279981273412344,149.0
3,4,3,-4,4.424428900898052,-5.424428900898052,48.999999999999986
-8,6,-1,4,-7.477225575051662,3.477225575051661,68.00000000000001
-5,6,6,3,-8.211102550927977,6.211102550927979,105.99999999999999
7,-6,-3,-4,8.446221994724901,-5.446221994724903,100.99999999999999
3,8,3,-2,6.0,-5.0,61.0
-5,6,8,1,-9.54983443527075,5.54983443527075,122.0
-7,5,0,-7,-7.0,-7.0,98.0
6,-3,3,-9,5.37386354243376,-8.37386354243376,99.00000000000001
0,0,-5,10,10.0,0.0,100.0
10,3,-1,-3,9.764982043070834,-2.764982043070834,103.0
-4,-3,-3,-9,-2.594875162046673,-10.405124837953327,115.0
6,-9,2,-10,4.782329983125267,-8.782329983125269,100.00000000000001
8,0,-6,-10,-10.0,8.0,164.0
9,2,-3,-5,8.557438524302,-4.557438524302,94.0
6,1,-10,-8,5.244997998398398,-7.244997998398398,80.0
3,-3,0,3,3.0,3.0,18.0
-3,-8,-4,8,-5.38986691902975,10.38986691902975,137.0
-7,5,2,9,-7.602325267042627,9.602325267042627,150.0
8,-6,-6,9,2.479202710603853,14.520797289396148,217.0
-7,-9,2,5,-5.242640687119286,3.242640687119285,38.00000000000001
-9,8,6,-6,-14.588723439378914,-0.4112765606210882,213.00000000000003
7,10,7,-3,11.746794344808963,-7.746794344808964,198.0
4,2,2,5,2.4384471871911697,6.561552812808831,49.00000000000001
9,2,9,-9,9.949874371066201,-9.9498743710662,198.00000000000003
-8,4,8,2,-10.54983443527075,4.54983443527075,132.0
8,-4,-7,-9,9.512492197250396,-10.512492197250392,201.00000000000003
-9,-1,5,4,-8.603277807866851,3.6032778078668515,86.99999999999999
4,3,3,-5,4.9083269131959835,-5.908326913195984,59.0
3,6,7,9,-1.1414284285428486,13.14142842854285,174.0
8,6,5,-3,10.262087348130011,-5.262087348130012,133.0
-4,9,1,-2,-6.162277660168379,0.16227766016837952,38.0
6,6,6,-7,8.345903006477066,-9.345903006477066,157.0
6,7,9,-9,9.42016483392078,-12.420164833920778,243.00000000000006
-3,2,9,4,-5.0,6.0,61.0
9,-2,-8,-8,9.89414711402797,-8.894147114027968,177.00000000000003
-9,-10,3,6,-6.6234753829798,3.6234753829797994,57.000000000000014
2,8,4,3,-3.1789083458002736,8.178908345800274,77.0
-9,-4,6,7,-7.32455532033676,5.324555320336759,82.00000000000003
-10,5,-4,0,-7.23606797749979,-2.76393202250021,60.0
-5,-2,-4,7,-5.6332495807108,7.6332495807108,90.0
-2,-7,-2,-7,0.0,-9.0,81.0
1,2,9,3,-2.358898943540673,6.358898943540674,46.0
-5,5,9,-3,-10.782329983125267,2.782329983125268,123.99999999999997
10,5,5,-8,11.295630140987,-9.295630140987,214.00000000000003
6,-2,-8,9,3.227998127341234,11.772001872658766,149.0
-4,7,1,8,-4.557438524302,8.557438524302,94.0
5,6,9,4,11.865459931328118,-2.8654599313281164,149.0
-10,-9,-3,-9,-14.720153254455274,-4.279846745544725,234.99999999999997
8,-2,-2,2,8.605551275463988,1.3944487245360107,75.99999999999997
-5,4,8,10,-6.8941471140279695,11.894147114027968,189.0
-3,-5,-3,-9,-1.1010205144336442,-10.898979485566356,119.99999999999999
8,5,-4,-1,3.999999999999999,3.000000000000001,25.0
-4,-7,-8,8,-7.59166304662544,11.591663046625438,192.0
