a,b,c,d,e,f,g,h,i,eig1,eig2,eig3,sum_squared
-1,6,8,-9,-9,-5,8,-3,-8,0.7975493824110567,-6.341816759656216,-12.455732622754848,196.00000000000009
3,5,-10,10,-8,7,-2,-5,10,-8.479831918455224,0.4058999993548523,13.073931919100382,243.00000000000006
9,-8,1,-4,1,-9,3,-6,-2,14.078745019931894,1.8244412279905797,-7.903186247922477,263.99999999999983
10,0,-6,-8,6,-9,-10,-4,3,-5.252070876446913,14.89499558696844,9.357075289478466,336.99999999999966
2,8,1,5,8,-8,1,-6,-9,13.329667620615945,-0.11051265486577155,-12.21915496575018,326.9999999999999
-3,7,9,5,7,9,1,2,2,12.305932081259918,-5.8623613518282385,-0.44357072943167825,186.0
-5,9,-9,-2,10,-5,-8,9,-5,-10.448496779297297,3.767647452617287,6.680849326680003,168.00000000000017
-4,-10,-10,-6,-5,2,-9,4,4,12.917277480345811,-13.735118947495923,-4.182158532849899,372.9999999999998
-3,9,-1,8,10,-8,0,0,6,-7.188779163215976,14.188779163215976,6.0,289.00000000000006
4,7,0,1,-9,9,4,9,-7,6.630757137424633,-2.0876367350673553,-16.543120402357278,322.0
7,-5,8,0,-9,-3,0,-6,7,7.0,-10.055385138137417,8.055385138137417,215.00000000000003
4,8,5,10,9,1,7,2,-6,16.80496537137445,-0.6290492943740837,-9.175916077000354,367.0000000000005
-4,3,1,6,3,-5,8,-5,7,-7.75315144617174,3.6120653997711325,10.14108604640061,175.9999999999999
0,-3,-8,-4,-4,3,-9,-1,8,13.606552239182927,-7.118315341754963,-2.488236897427975,241.99999999999997
-2,5,8,7,-2,5,2,-1,9,-8.272315895350424,3.136757633725173,10.135558261625242,181.0000000000001
8,8,10,4,3,-10,5,-1,8,-5.117641502156879,13.469393266428417,10.648248235728476,321.0000000000003
2,8,-10,0,9,-10,-3,-6,6,-1.6691753053186522,1.4623325593028316,17.20684274601582,301.0
-3,-1,-9,-2,-8,7,-4,4,10,13.734906969150746,-5.393423488094757,-9.34148348105599,304.9999999999999
9,7,-8,3,-9,3,0,5,-3,9.6592960296011,-12.227491359193294,-0.4318046704077973,243.00000000000023
-9,4,1,6,-10,4,3,9,5,7.770126909894948,-6.722377124723911,-15.047749785171044,332.0000000000001
8,2,-10,9,4,3,-3,-1,-2,12.607595023153651,-3.7171739668531005,1.1095789436994574,174.0000000000003
5,0,-6,2,0,8,-8,4,-4,-10.460574154403764,9.329176377105846,2.1313977772979227,201.0000000000003
-3,-1,6,7,9,5,6,5,8,15.180127616580918,-4.5186370193054275,3.338509402724515,262.0000000000001
4,-2,-4,-1,5,1,-4,7,4,9.854101966249686,-2.168404344971009e-17,3.1458980337503166,107.00000000000004
-5,1,0,9,-8,-9,-5,-6,7,10.22908093956055,-4.3947038429567575,-11.834377096603792,264.0000000000002
5,-3,9,0,-1,1,10,-5,9,16.433981132056584,-2.4339811320566054,-1.0,276.9999999999994
-6,-2,5,3,-3,9,8,3,-4,2.5968322367647154,-2.572238049123327,-13.024594187641384,182.99999999999994
-6,7,-9,0,-3,-10,1,-9,7,12.180116830173153,-5.20499908649064,-8.9751177436825,256.0000000000001
-4,6,3,-4,-8,-5,9,-9,6,9.523943413212464,-7.130270703909788,-8.393672709302688,212.0
1,1,6,-1,-8,9,7,2,1,8.261367983316198,-4.479600188148664,-9.781767795167527,184.00000000000006
-7,-6,6,-3,-3,1,10,-3,8,11.275879729033347,-11.963822187967668,-1.3120575410656865,272.0
2,-1,-4,3,-10,6,-7,10,-6,-16.7474750153316,4.961757235238923,-2.214282219907305,309.99999999999955
1,-8,-7,-7,2,8,-1,-6,-4,4.91473845525407,-5.119923321680657,-0.7948151335734138,50.99999999999998
5,-10,1,-9,-4,0,2,-9,-4,11.341122022861438,-9.355173199585291,-4.985948823276137,241.0000000000003
2,-6,-9,-2,0,-5,-4,-4,8,-6.344520790605974,4.287973073264814,12.056547717341166,204.00000000000006
-5,0,0,-4,-9,8,-7,-5,6,2.5311288741492746,-5.531128874149275,-5.0,61.99999999999999
-6,-4,-2,-10,-10,8,-5,7,-1,6.2342770924236,-7.132834077784034,-16.10144301463956,349.0
0,-10,-10,2,-6,9,-10,9,-8,9.759012183690274,-16.597363191536353,-7.161648992153923,422.0000000000002
-8,4,8,6,-8,5,3,1,1,4.539737529338554,-13.196974818396997,-6.342762710941562,235.0000000000001
-5,-8,-1,-10,3,-7,1,-5,0,11.106481832186882,-11.689198874574998,-1.417282957611891,261.9999999999998
-5,4,7,7,-4,4,7,7,9,14.663961621667397,-9.505956930458547,-5.158004691208843,331.99999999999966
-6,0,2,5,2,-9,5,-5,3,-8.196912858455313,-2.1423119098011094,9.339224768256424,159.0
-10,6,0,8,-8,0,-6,6,-4,-4.0,-2.0,-16.0,276.0
-1,-1,8,-10,-1,-9,6,-4,-4,9.16213619883343,-5.695587627754615,-9.466548571078826,205.99999999999991
8,-7,-3,2,-7,-2,-2,7,1,7.304735881694782,-3.786105633484136,-1.5186302482106506,69.9999999999999
5,-6,5,-10,8,-6,-4,8,-6,9.808982730990513,-3.5067123091199317,0.6977295781294126,108.99999999999999
-7,-6,-7,2,2,7,-9,5,-10,-16.386597171787717,-4.5753875535129165,5.961984725300631,325.00000000000017
-10,4,-7,9,-1,-2,-9,3,5,-15.747340124470739,7.7473401244707345,2.000000000000001,312.00000000000034
5,4,6,5,2,0,6,6,-9,10.362538748659514,-1.810822685118441,-10.551716063541068,222.00000000000006
5,-2,-9,-6,-10,-7,-7,-8,-2,-17.157011812289767,9.824793992399877,0.3322178198898919,390.9999999999997
3,-7,4,5,-4,6,8,8,6,10.506904677693447,0.8131955642453578,-6.320100241938815,150.99999999999983
-5,0,5,-3,0,-4,8,-1,-2,-10.039398705626413,3.927135892328315,-0.8877371867019027,117.00000000000001
-3,-6,-2,-10,-2,-1,-7,-8,-1,-12.368131295341279,4.725620084569858,1.6425112107714168,178.00000000000014
1,6,-7,6,3,8,-2,10,1,-11.244876201981118,5.611984178562137,10.632892023418982,271.00000000000006
-6,0,9,-8,10,4,3,0,9,10.0,-7.624143795447331,10.62414379544733,271.0
-3,-7,1,-3,-5,4,1,5,5,-9.870216199511175,0.12007440001025403,6.750141799500915,143.0000000000001
6,2,2,10,-9,-1,2,-2,-10,7.3107084351742895,-12.310708435174295,-8.000000000000002,269.0000000000001
3,5,9,4,-10,6,2,4,5,-12.08465271052228,-0.48537925919338154,10.570031969715666,257.9999999999999
5,3,5,10,6,0,6,8,-10,13.03505356113266,-1.6205891218806177,-10.414464439252031,281.0000000000001
1,4,7,3,-10,2,4,-4,4,7.675120836002781,-1.7679227929199446,-10.90719804308284,181.00000000000003
0,1,3,-7,-10,-7,8,-2,-1,4.497296006385758,-4.38032224132122,-11.116973765064541,162.99999999999994
5,-6,9,1,10,0,-2,7,-8,-6.0877189033392005,3.5193358935273165,9.568383009811885,140.99999999999991
-8,8,-2,7,5,-10,-9,3,3,-9.303260067537854,9.951348336359816,-0.6480882688219475,186.0000000000003
-10,5,4,4,1,5,3,4,4,-11.812706176690835,8.803273045979104,-1.9905668692882805,221.00000000000017
8,-3,-9,-9,-1,-8,6,-3,-7,6.141428428542847,2.0,-8.141428428542852,108.0
1,-7,4,-2,-4,-1,2,-3,1,5.476655490384856,-1.496001277136725,-5.980654213248132,67.99999999999994
2,0,1,8,8,10,8,2,3,11.041737752541273,3.119532007815498,-1.1612697603567868,132.9999999999997
7,1,-7,-1,6,-7,1,2,-7,6.5170604928166185,4.609438876149522,-5.126499368966142,90.0
-1,-8,4,-9,6,-5,-3,-8,7,-6.233951369011,2.7569694319505307,15.476981937060476,286.0
-4,-1,-2,-8,3,4,-9,3,5,9.529365633887036,-5.919381571110648,0.39001593722361216,126.00000000000004
-10,0,7,3,0,-1,6,-7,4,-13.19007952274857,0.9329747347601227,6.257104787988453,213.99999999999991
-10,-10,4,-10,-5,2,-10,-6,-2,-13.379196808083384,2.6304308087421058,-6.251234000658719,224.99999999999986
6,5,-3,6,4,-10,1,-6,-5,12.41502020723206,2.18214230196741,-9.597162509199475,250.99999999999994
-9,-2,6,3,-7,6,6,1,9,10.954795889768322,-9.92742407397071,-8.02737181579761,282.99999999999994
-1,4,-10,5,0,9,-5,5,-9,-16.961853669033577,3.3051189055516024,3.6567347634819805,312.0
-10,-2,1,6,4,8,-1,1,3,-8.762176555225297,-0.40699039299927164,6.169166948224571,115.00000000000001
-2,2,-8,10,3,10,-1,5,-4,4.9999999999999964,3.999999999999999,-12.0,184.99999999999994
6,-8,-7,5,5,10,-7,8,6,-1.0000000000000036,1.5166852264521218,16.483314773547885,275.0000000000001
5,3,4,3,10,0,5,8,6,13.611632017430509,1.9012139554040717,5.487154027165433,219.00000000000037
10,8,10,9,7,0,9,-8,6,-6.614888155606245,18.46274532765154,11.152142827954714,509.0000000000003
-5,6,1,8,-5,-4,-10,-10,-6,4.506487641496665,-7.862265836574266,-12.644221804922388,241.99999999999977
-5,5,5,3,-10,2,9,-1,-1,4.6542816720028455,-12.203038810898008,-8.451242861104836,242.0000000000001
2,-10,-9,-10,-6,-8,-4,2,7,-13.120904197631509,11.727882872666124,4.393021324965391,329.0000000000003
-9,-6,-10,-6,-5,-9,-10,-7,-4,-22.259348738221565,-0.6497471456418723,4.909095883863422,520.0000000000005
10,-4,9,-3,-1,-6,-2,-10,-9,-12.673708744669744,11.289917060355394,1.3837916843143359,289.99999999999966
-7,9,-8,8,7,-7,-3,6,-6,-13.335661737601448,7.983740938300422,-0.6480792006989695,242.0
2,-10,2,-7,3,-8,-6,-4,-10,-13.750686900514072,10.103840161813064,-1.35315326129899,293.00000000000006
8,10,-2,-2,-2,6,1,2,-3,-4.5019597901121156,5.823738648744505,1.6782211413676225,57.000000000000036
8,7,7,10,-10,4,7,-4,5,-13.053267038295466,14.946117904762644,1.107149133532816,394.99999999999983
5,4,-5,-2,-4,3,0,10,5,-5.19579062474315,2.4095653476966596,8.786225277046494,110.00000000000009
-5,8,5,10,-9,-1,5,-6,4,-17.639442440732626,2.4651862489744154,5.174256191758213,344.0000000000001
-1,-10,-6,2,-10,-3,-8,-8,-4,3.544003745317535,-4.999999999999999,-13.544003745317529,220.99999999999994
-7,-8,4,-3,-8,-4,7,0,0,4.671617269390328,-10.754973769925549,-8.91664349946477,216.9999999999999
9,2,-10,-6,-6,3,3,-3,-7,4.017766853824614,-1.2057372616933018,-6.812029592131308,64.00000000000003
-4,9,8,4,-7,8,-2,10,2,-13.865304670691568,-3.264615940748133,8.129920611439694,269.00000000000017
5,-3,2,0,-4,6,7,8,2,7.426149773176366,4.999999999999998,-9.426149773176359,169.0000000000001
4,-10,5,-6,-8,-1,8,-6,-4,10.920239024174071,-11.669266099455855,-7.250972924718201,308.00000000000034
-5,-5,1,-10,5,-6,-2,-1,2,-8.898511746051952,8.871806790540512,2.0267049555114496,161.99999999999997
2,-8,0,-9,4,2,8,5,7,-6.423933232831333,10.954643304734146,8.46928992809719,233.0
-4,2,-7,-2,-1,-2,-4,4,-3,1.9568950549472381,-6.495135065549065,-3.4617599893981734,58.00000000000006
0,0,5,-1,1,-5,1,-1,7,8.35889894354068,-0.3588989435406739,-1.7627511114684467e-16,70.00000000000011
7,-7,-2,-4,7,-3,0,-4,-2,12.50916765315495,3.3084976190080675,-3.8176652721630266,181.9999999999998
-3,-8,6,-9,4,3,7,5,9,-11.48304641638197,9.911160836992059,11.57188557938991,364.0000000000001
4,5,5,-1,-2,-2,6,6,6,9.000000000000005,-1.0000000000000002,-2.8621524320392185e-16,82.0000000000001
-4,4,4,-5,-8,-5,5,-9,-4,2.565596994721811,-7.4017062381318945,-11.163890756589922,186.00000000000009
-2,-9,-9,-8,5,8,-7,7,9,20.603147956719503,-8.20690475122145,-0.3962432054980702,491.99999999999966
-9,3,-7,6,2,-7,-8,1,-3,-14.21131800785518,5.0357478078692255,-0.8244298000140364,227.99999999999983
-9,-5,-1,1,10,-1,-1,-8,9,-8.775585542993767,12.279832893665015,6.495752649328739,269.99999999999983
-10,-9,-2,-9,4,-1,4,-1,6,-14.049988410405383,8.420834185503384,5.629154224902008,300.00000000000017
-4,-2,8,5,5,7,10,10,0,13.56040487564203,-11.676197910791593,-0.8842069648504255,321.0000000000001
-9,-5,-6,-6,9,-6,-7,-2,-1,-14.488825860987879,2.864998437561966,10.623827423425906,331.0
-1,-9,-7,-5,0,3,5,10,8,-5.507296438565194,1.9843711237607906,10.52292531480441,145.00000000000006
-7,7,-3,8,-5,-10,-3,-10,8,15.244391511161764,-4.600481648974374,-14.643909862187396,468.0000000000001
0,10,4,0,8,10,-1,1,-10,-10.663181846835164,0.8122733016578078,7.850908545177361,175.99999999999994
-4,6,-1,-5,6,7,-6,7,6,11.14958189697212,-3.6636770703036556,0.5140951733315304,137.99999999999994
6,-2,2,-10,-9,2,-2,-4,5,-9.339677092072579,7.469323686232916,3.8703534058396607,158.00000000000003
-8,-3,-9,7,-2,2,-4,-1,-2,1.5617763498808337,-8.122522579474557,-5.439253770406281,98.00000000000006
5,1,10,-7,-3,-4,4,-5,-6,9.282958762628668,-5.744768762862442,-7.538189999766225,176.0
7,10,0,5,1,2,5,10,-10,12.259421819406166,-2.7684598654504287,-11.49096195395574,290.0000000000001
3,5,0,9,-2,-1,6,1,-5,7.463101994071738,-7.248250532678424,-4.214851461393316,125.99999999999997
8,-10,9,4,7,-8,7,-9,-1,-7.718247974922646,8.786987330832858,12.931260644089798,304.00000000000034
0,-8,-4,-3,8,7,2,2,8,-2.6135266426937784,7.314554566121388,11.298972076572387,187.99999999999997
-5,8,8,-7,8,-2,5,-7,-5,6.1464306522172745,0.3448851736418723,-8.491315825859143,109.99999999999999
-3,5,-6,10,-1,2,3,-4,9,-7.0372739079015325,3.1006929536103924,8.936580954291138,138.99999999999994
-6,2,5,-10,2,0,10,-3,-3,-9.792447259740351,3.5420446634127982,-0.7495974036724417,108.99999999999984
-2,-1,1,3,-10,3,3,-3,5,-9.091085053205793,-2.57149038764519,4.66257544085098,111.0000000000001
3,10,10,-4,4,5,8,-5,-10,-11.000000000000009,4.999999999999997,3.000000000000002,155.00000000000017
-1,-5,6,10,6,10,8,7,0,10.313578411757051,2.467322550103849,-7.7809009618609055,173.00000000000003
10,4,3,-1,1,5,4,-1,-7,10.726070598720028,-6.390525733844553,-0.3355448648754727,156.0
-2,10,9,-2,10,9,0,0,-4,0.0,8.0,-4.0,80.0
-7,-9,3,-8,7,10,-5,0,10,-9.21537451385998,14.21537451385999,4.999999999999998,312.0000000000002
-10,-2,6,-10,-8,4,10,-1,-3,-16.651144297691953,2.200679039979729,-6.549534742287769,324.9999999999999
10,-10,0,-8,8,7,9,-9,-4,14.615773105863909,-0.615773105863922,1.8332213978715894e-14,214.00000000000003
0,-8,8,-1,4,0,4,2,-6,-9.656854249492389,1.656854249492379,6.000000000000001,132.00000000000017
-7,2,-2,6,-9,-6,5,-4,-10,-14.571657925776119,-7.191209291766865,-4.237132782457014,282.0
1,10,0,1,8,1,1,3,-9,9.415686047973896,-0.29098416451540543,-9.124701883458492,171.99999999999997
-5,8,10,9,8,-3,3,-1,-8,12.226837251619175,-14.319664763838102,-2.907172487781067,363.0
-5,4,7,3,8,-1,4,-7,-9,-13.702061512706086,-0.9755951111274767,8.677656623833569,263.99999999999983
-7,-6,-4,-9,-10,1,-1,-3,-10,-16.90896922297826,-1.7159276704161925,-8.375103106605536,358.99999999999966
2,4,0,-3,-6,-9,1,-9,5,9.462429422585636,1.9999999999999978,-10.46242942258564,203.0
1,8,6,9,0,2,-3,-1,-3,7.4588422094510864,-7.340055598757986,-2.1187866106931015,113.99999999999999
9,-3,-2,-4,3,-9,0,-3,2,10.908062374517174,6.456881970887485,-3.3649443454046635,171.99999999999991
-7,-8,-6,-8,4,8,-9,1,-6,11.212006375247682,-13.499254739224337,-6.7127516360233415,352.9999999999995
10,9,0,10,-10,-6,2,10,3,12.730447767983947,-10.323927610331243,0.5934798423473048,268.99999999999983
-2,6,4,10,-4,1,-5,10,5,-8.653015873194848,-0.6923962624618814,8.345412135656735,144.9999999999999
-6,-2,3,-3,3,1,-1,9,9,-6.965330972706301,9.435144175924824,3.5301867967814924,150.0000000000002
-4,2,10,-3,10,6,-2,9,2,12.73163239434002,-3.530153780907581,-1.2014786134324444,175.99999999999983
-9,-7,-9,-7,7,-6,8,-1,7,10.90011203997376,-5.045514976146301,-0.8545970638274552,145.00000000000003
10,-1,-6,6,2,6,-2,1,3,10.567764362830022,-0.567764362830022,5.0,137.0
3,0,3,10,-3,-8,7,-8,2,-10.485175393715203,4.807092197541517,7.678083196173681,191.99999999999994
1,-9,2,-7,9,7,8,5,3,-8.497587252631497,7.945413341582463,13.552173911049037,319.0000000000001
-3,1,-2,-5,7,-9,-3,3,-5,3.8462520686872583,-3.916991066314597,-0.929261002372662,31.00000000000002
-1,-3,6,1,6,2,8,1,5,-5.658910531638176,8.65891053163817,7.0000000000000036,155.99999999999994
-9,-4,-5,-6,-7,-9,-1,-6,7,-15.185895665991602,-3.808353501765322,9.994249167756909,345.00000000000034
-5,0,6,-7,4,-10,9,-10,-2,13.62762348653277,-4.502713036570904,-12.12491044996187,352.99999999999966
1,-7,2,-4,-3,2,0,-2,5,-6.291502622129186,5.0,4.291502622129181,83.00000000000007
-1,0,1,3,8,1,7,10,6,10.902231499399903,-1.5912892281325277,3.689057728732619,134.99999999999994
6,-3,2,9,-6,7,4,1,6,-4.6010981846185945,3.4787019341292145,7.122396250489377,84.0
-4,7,9,8,-2,9,-1,2,7,-10.390144849621269,2.0772560836863607,9.312888765934906,198.99999999999994
7,-5,3,-8,-4,4,10,5,5,-9.740796438360299,11.849404396813789,5.891392041546513,270.0000000000002
-5,5,-9,6,2,-10,-5,-6,2,13.730984034897457,-9.09163397499299,-5.639350059904469,303.0000000000002
7,1,-4,4,-8,5,-10,5,1,-11.399454258808017,11.041948760056176,0.35750549875184073,252.00000000000017
8,-3,1,4,-9,6,-4,2,-10,7.2854690298434885,-12.036067557842038,-6.2494014720014395,237.0
-5,2,0,-1,5,9,6,6,-7,-8.774964387392142,-6.999999999999986,8.774964387392124,203.0000000000002
-1,4,-6,6,-6,-9,-2,-5,7,-9.982904758966239,-2.026824433955991,12.009729192922226,248.00000000000014
6,-6,9,-8,-6,4,8,5,-3,-14.82067266136252,11.888777213603836,-0.06810455224131721,361.0000000000002
9,-1,-5,1,9,5,-8,3,-10,-12.498788042985113,11.605886159493718,8.892901883491394,370.0000000000002
10,3,7,-8,8,-8,1,-6,-1,12.326237921249255,8.000000000000004,-3.3262379212492648,226.99999999999986
-2,-10,2,-8,8,0,5,-5,-8,13.549292924568324,-5.834748782350003,-9.714544142218317,312.0000000000003
8,-5,-3,2,1,-1,-8,-7,-10,-11.694286724278598,7.902507694266982,2.7917790300116168,207.0000000000001
-2,-1,-8,-8,9,5,-8,-1,0,-9.26941074805844,8.73933804733542,7.530072700723021,218.9999999999999
-3,-5,9,0,10,1,5,7,2,-7.886478306731745,5.970701477658109,10.915776829073634,216.99999999999997
-3,4,4,8,9,-5,8,-3,-5,-11.886002020339582,1.508508536855765,11.377493483483807,272.99999999999983
3,-6,-2,-7,-7,5,6,4,-7,-13.25901223639094,4.914147869613504,-2.6551356332225553,206.99999999999977
3,7,-10,10,5,4,-6,-5,-5,14.266173591286801,-8.08389863754057,-3.182274953746221,278.9999999999997
-4,-10,-4,-4,9,-4,-3,5,-8,10.588723439378914,-10.000000000000004,-3.588723439378914,225.0000000000001
-7,5,8,-1,-8,-8,6,-1,6,8.611312209724803,-12.104606176661283,-5.506706033063506,250.99999999999997
-1,-4,5,2,-8,-9,5,-5,-5,-12.931974845063245,-5.339930166278174,4.271905011341418,214.00000000000009
2,-4,-6,-4,-9,6,2,10,10,-12.112236649415255,2.452008457424363,12.660228191990898,312.9999999999998
5,2,-6,9,5,5,5,3,-5,7.459643566478425,2.111494920100785,-4.571138486579208,81.00000000000003
-7,6,-2,8,2,-7,-6,2,5,-10.2775256305816,7.542790723729849,2.734734906851739,170.00000000000017
-6,-3,5,-10,-5,0,5,-6,5,-9.733092656309687,-5.0000000000000036,8.733092656309696,195.99999999999994
-6,7,5,3,1,6,-6,3,-5,-7.486881779517434,-4.48058761697544,1.9674693964928813,79.99999999999986
-8,0,5,-10,8,0,-2,3,-2,6.958348519041159,-7.903745896474193,-1.0546026225669662,112.00000000000007
2,3,10,-1,0,2,1,-2,-7,2.783908881327835,-0.6550398137346818,-7.128869067593152,59.00000000000003
-8,6,-4,10,-6,-10,-3,1,3,-14.42150632559029,4.806460071800893,-1.3849537462105945,232.99999999999974
8,2,10,-7,-9,4,1,-4,9,-4.95699513739575,0.25409648455386935,12.702898652841883,185.9999999999999
9,0,3,5,3,1,6,3,-1,11.025957901142093,2.377409663851964,-2.403367564994063,132.99999999999994
-5,5,-7,1,0,-8,1,-6,-5,-9.06946732643684,-5.910990204478599,4.980457530915448,141.99999999999974
8,7,5,0,-6,-2,-8,-3,-5,4.7930622677881045,-2.5436371354051253,-5.2494251323829735,57.000000000000036
-7,1,1,10,5,-1,3,2,-2,5.722129770732934,-8.023131238829507,-1.6989985319034258,100.00000000000003
-4,1,-6,7,-7,-9,-8,1,-8,1.5801751429643183,-12.124650470378572,-8.455524672585746,220.99999999999994
10,-7,6,-6,1,-2,9,2,7,17.694914140612603,-3.0757286562752535,3.380814515662649,333.9999999999999
2,-9,2,-2,9,-5,-10,-6,-8,-9.946200925492539,3.136108707578205,9.810092217914335,204.99999999999986
-7,4,-1,10,5,4,8,9,8,13.383958604628294,-9.506109922284935,2.1221513176566384,273.99999999999966
7,1,5,-10,5,-9,4,-4,-10,8.608187043070018,5.9172146240976415,-12.52540166716766,265.9999999999999
5,8,4,3,9,-1,10,1,-10,-12.572205136723518,4.007045052195416,12.565160084528118,331.99999999999966
-2,-6,3,-6,-3,-4,2,2,-3,3.605551275463995,-8.000000000000009,-3.6055512754639905,90.0000000000002
6,-3,-9,-5,-6,5,-3,8,5,13.877099978694524,-0.6290458112784331,-8.248054167416077,261.0000000000002
5,9,5,2,-2,-2,2,-7,-2,-7.918907557718258,7.153655616208251,1.7652519415100048,117.00000000000003
6,4,7,5,2,10,6,-3,-10,10.436722708859872,-3.2402089716736926,-9.196513737186176,204.00000000000009
-8,5,-9,4,-10,-2,5,-7,1,-10.983803337725792,-4.467336676744837,-1.5488599855293645,142.99999999999986
2,3,6,1,9,2,9,4,10,-2.3331244709734538,15.987394413087172,7.345730057886285,315.0000000000001
-7,-9,7,-9,4,8,4,9,-1,-17.185479421117776,1.810958489926887,11.37452093119088,428.0000000000002
6,-5,-1,-9,-5,10,2,7,-4,-14.189341872778357,10.014053893571269,1.1752879792070996,302.99999999999983
-4,-2,-6,-4,9,-9,-8,-9,10,-9.178601453238763,5.217223484426768,18.961377968811995,470.9999999999998
8,-7,9,-4,-4,6,8,5,-8,-16.04464620299555,12.106424396801486,-0.061778193805934314,403.9999999999998
4,3,4,3,-4,-8,6,-1,4,-7.3365128158458575,8.109292897921666,3.2272199179241845,129.99999999999986
-9,0,0,-5,10,10,3,-1,-3,-2.1789083458002736,9.178908345800274,-9.0,170.0
-4,-3,-3,-9,5,-2,2,1,6,-5.675480178136411,7.445671917841102,5.229808260295312,114.99999999999997
-3,-5,6,1,-10,-8,3,-3,0,4.6773688866330385,-7.277029084201308,-10.400339802431734,183.00000000000028
8,6,-6,7,10,7,-3,4,2,-4.499534856751996,15.68783243461648,8.811702422135518,344.0
-4,-8,4,-10,-9,-1,5,4,4,-16.345903006477077,5.999999999999999,1.3459030064770678,305.00000000000034
-1,6,6,6,-7,6,7,9,-9,8.021850158059362,-9.544156856244532,-15.477693301814828,395.0000000000001
