a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,eig1,eig2,eig3,eig4,eig5,sum_squared
9,0,6,2,-7,3,2,9,-8,-9,7,7,-7,8,-1,-10,-7,-9,-2,-2,-9,-1,-3,-3,6,14.541117529450567,10.981034557704954,-9.653020373414138,-6.92039587074805,-0.9487358429933149,474.0000000000003
-10,-2,-8,-5,-3,2,-7,-2,-6,1,0,3,1,9,-6,2,-1,2,-6,6,-5,-1,-2,3,-9,-16.509752186227082,0.46775951428917023,-1.986807600722249,-5.452190902850479,-7.5190088244893545,363.0
0,-2,-4,-7,-5,2,5,-9,10,9,7,-9,2,-5,-2,-2,-1,-5,-10,-8,-9,6,-7,-10,1,17.280805171896432,-16.77694148582966,-7.840561629001185,-0.17712356106405408,5.513821503998461,672.0000000000003
-8,0,9,8,8,5,8,8,10,9,3,1,-10,0,0,6,-1,-7,8,3,6,10,6,9,7,21.933415833204023,-16.05547579986588,6.4285182814352595,-5.903668323434951,-1.4027899913384783,817.0
-6,-4,-2,-1,5,-3,7,7,3,4,-1,9,9,7,9,7,6,-9,3,-9,-5,8,5,-4,-7,16.365898937110188,6.4222535572382204,-10.611668087977518,-5.236501010494934,-0.9399833958759587,450.0000000000008
-4,-1,10,3,-6,0,-6,-1,5,0,9,3,-4,-1,-4,-6,3,-3,-2,-6,-10,9,-4,-9,-8,-16.522213010216184,-14.683256598716971,8.253840712893439,-3.0483711039602808,2.0000000000000004,569.9999999999998
9,-10,-5,0,9,-9,-3,6,9,-7,5,8,-7,-10,0,2,1,-3,9,4,9,-10,-1,-9,-2,18.241797096037665,11.733246738929614,-15.78581976074719,-2.5383410641270103,-5.650883010093089,757.9999999999992
-9,-8,0,2,0,4,-2,-8,-4,4,7,-9,-9,-1,5,-9,-3,-3,9,8,-3,-2,8,5,-5,10.69279843333052,-15.373749198748413,-11.577889709994441,1.746650571563412,-1.487810096151092,490.00000000000017
0,-10,1,6,-10,-9,-9,7,-8,5,-1,4,1,2,1,10,-4,8,4,9,-4,10,3,2,3,-17.513663144437032,-9.76453534458505,16.286393267116175,10.552914457265553,-0.5611092353595882,779.0
7,-8,7,2,-9,-7,9,-4,1,4,5,-3,9,2,-10,-6,8,-4,-7,-6,-2,8,-10,0,-7,23.916491018284724,-11.31031021256277,-6.76379592483682,-1.4229987886185278,6.580613907733373,790.9999999999984
-7,10,8,7,8,0,-5,-1,-3,9,-7,9,-7,0,-3,8,-10,10,6,10,-5,10,8,5,0,7.207071361293579,3.9999999999999645,-0.38495574742288496,-12.673729199292087,-11.148386414578571,353.00000000000057
3,3,0,4,-1,0,7,10,-7,5,-2,0,-3,-2,-9,10,-10,-6,-3,-4,-3,4,-3,10,0,-11.578128193668473,12.270850514652093,-4.210541445822445,5.9252098317908635,1.5926092930479776,340.00000000000074
-3,-7,-9,-1,0,-5,-5,8,8,0,-1,-5,3,-1,-6,-2,7,2,7,9,-7,-1,-1,9,10,16.68226546358995,-11.905602823542862,7.9115836554607775,0.9066052383011546,-1.5948515338090141,486.0
7,1,6,10,-1,0,10,2,6,5,-8,1,-2,6,10,10,3,1,-7,-3,-2,6,5,8,3,15.812139932292402,8.721233087189344,-10.69383161446967,2.9692378362472494,-5.808779241259299,483.0000000000003
-10,-7,-6,10,-6,-6,10,1,-3,-4,-4,-2,5,2,2,6,-8,-10,-6,-2,0,1,1,-5,1,-14.680134436404563,14.202493593182027,7.630163288834277,0.4847822504252944,-7.637304696037032,533.9999999999986
-1,1,9,5,8,-2,-7,1,-8,-8,5,-8,9,-6,6,5,-7,-10,7,-2,-2,-3,2,-9,-6,-16.38462145405703,-5.282432742848283,-0.1404334692395438,6.237081319809664,17.570406346335222,643.9999999999998
1,2,8,-9,-5,-2,1,4,-6,-5,7,-1,10,9,0,-2,-7,-3,0,-2,-9,-2,-5,-4,-7,-14.704311082113913,13.898090843077542,4.897954029421379,2.0702827095620777,-1.1620164999470954,439.0
4,-2,-5,8,-9,-5,-8,9,-3,-10,-1,8,-6,-4,-8,-3,-2,7,-4,10,-5,-6,-9,10,-10,9.826024609771524,3.233164342532836,1.583367773163381,-21.756975394052592,-16.885581331415136,867.9999999999991
-8,9,4,9,4,3,-10,-6,-8,3,1,-5,9,7,-2,5,-8,2,0,7,-1,0,-3,-1,5,-20.015893394159885,12.945646968497844,-3.268167591340872,-0.6390452592775467,6.977459276280485,627.9999999999992
7,-4,-3,9,-4,9,-5,-2,9,-2,-4,-9,4,7,-3,10,6,-3,6,0,6,-3,0,10,6,13.898114578827396,9.894143320687903,-6.217951576105661,-3.6726910747570845,4.0983847513474565,360.0000000000003
10,8,-7,7,6,8,3,4,1,5,-10,2,-1,-8,-5,9,4,2,7,7,-4,1,8,6,2,18.720071417058186,-8.678351187454801,-1.1232277854510115,8.779557690075293,3.301949865772331,515.0000000000003
5,6,-4,-7,2,6,1,-10,1,10,5,-1,-9,0,-8,-3,5,4,-2,3,3,8,-5,7,-5,13.599549218201464,4.621706910420936,-15.576866272026244,-7.921104872056462,-4.723284984539686,534.0000000000001
-2,-10,5,-4,8,-7,-6,9,-10,-2,4,1,7,-1,5,-2,-5,7,-3,-1,2,-10,5,-1,2,-18.180303874128484,11.841105868044197,-4.231413818930216,4.847536484223674,3.7230753407908326,525.9999999999999
2,7,-6,-8,-4,-4,-2,9,10,0,0,9,6,-7,-8,2,9,-8,10,4,1,9,1,3,-1,-10.751830902113598,-1.5158426697538776,0.667074255130641,8.892385004801431,17.708214311935375,510.9999999999998
-1,-6,-8,2,0,-4,5,4,-1,-5,-4,1,7,2,2,3,5,7,5,1,2,-5,6,8,-3,12.683110788239043,8.310420833926102,5.2896928368916045,-5.4431277755621315,-7.840096683494613,349.0000000000001
-2,8,-9,-7,8,7,-10,8,5,1,-3,-5,0,8,-5,6,1,9,-3,-5,5,9,-9,-10,-2,14.036318372785262,1.0621922627421478,-13.29248791618031,-11.56287638701701,-7.243146332330089,561.0000000000002
7,-10,-3,6,1,-10,-8,6,-5,4,-3,-7,10,-6,2,2,-2,-10,-2,-1,4,8,-2,-2,5,-13.455769481016958,-6.7824041142644775,15.046560151544535,6.756444969649146,10.43516847408777,607.9999999999995
5,9,-2,5,-5,1,-6,8,8,1,1,4,-10,-9,9,8,-1,-10,5,5,1,2,2,-1,6,14.5536389192965,-15.95532712894343,7.863239893092007,-0.5001382128974731,-5.961413470547614,564.0000000000003
1,1,-4,-5,-2,-5,5,6,4,-6,2,-4,-9,-4,8,-3,3,-5,-8,-2,-3,-5,7,5,7,11.926631182666515,4.225460487833566,-0.3270902394649033,-5.0504731855987846,-14.774528245436407,403.9999999999997
-9,3,-9,7,-2,10,0,10,-10,-10,1,7,1,4,10,5,-5,-5,-4,7,-6,-4,8,9,2,14.246669483063254,6.720715682866241,1.8857994563215223,-18.940780037719502,-13.912404584531556,804.0000000000008
-1,-1,1,-3,-3,-9,-5,1,-2,-3,-1,6,-10,-8,1,3,-1,-7,5,-9,-8,2,-1,-4,10,-12.80085243244406,-8.797280074545155,13.971477374400644,-0.19292264912685045,6.819577781715421,483.00000000000006
-5,7,1,0,-6,-4,10,-6,0,-8,10,-10,-2,6,4,4,-8,-3,6,-4,2,-8,8,-6,3,16.611023347391352,-9.340670867483688,-5.034815674072381,3.9324865021287607,5.831976692035958,437.99999999999955
-4,1,-2,0,-7,1,6,-7,1,5,-2,-10,4,-1,2,4,10,0,6,9,-3,6,-2,3,10,18.774526565400365,10.292078597628857,3.0749635615381354,-6.2346489125978914,-3.906919811969487,521.9999999999991
2,10,1,-10,3,8,-2,10,0,1,10,10,-9,-5,-6,-8,4,-5,1,2,-4,-3,-6,-7,8,17.03334050564379,-18.02754639426968,-9.370115915407144,6.008062447089055,4.3562593569440144,758.0000000000015
-3,-2,5,1,3,-3,-5,-10,3,-4,4,-10,-4,10,0,7,0,10,8,2,8,1,-9,-5,-4,14.35462328234783,4.423753231887058,-0.9689063296504937,-7.5956842032380285,-18.213785981346366,615.9999999999995
-1,-10,9,8,-2,-10,6,-7,-6,-3,9,-4,-4,-4,-5,0,-4,-5,-9,0,0,-5,3,8,7,17.2685098947352,9.022648772048155,-15.200098257717567,-7.665795182797701,-4.425265226268075,689.0000000000001
-2,-10,4,-10,-1,-6,5,-2,6,-2,4,-5,-8,7,4,-7,-6,5,-10,5,10,-5,4,-10,4,-18.918553359330566,-4.788635604590339,7.252334139921365,3.8857099302324634,1.569144893767076,450.99999999999966
4,7,2,-4,6,-2,-7,0,4,-1,-3,-6,-10,2,-6,-4,9,-1,-3,-3,8,6,-10,-8,-4,10.455142176470781,0.002339102166661549,-3.1580662145606277,-15.895546235336253,-11.40386882874057,501.9999999999998
-6,-8,-2,8,8,6,-8,1,5,2,-4,2,5,-7,5,9,-5,-6,10,-1,9,9,-3,-3,-7,15.685469967971207,2.3830002431910833,-0.5140626666153014,-12.921324376124158,-10.633083168422829,532.0000000000002
0,6,-2,9,2,8,-4,2,-7,-3,1,5,-2,7,-2,9,2,3,-10,-8,-1,-6,-9,-3,-9,8.613149143306233,-19.608429184560872,1.673302611586336,-4.627856565959096,-11.050166004372619,605.0000000000001
-6,-8,-4,-1,-9,0,-9,2,10,-8,-1,7,1,-10,-7,-5,6,-2,-10,-5,0,-7,-6,-8,3,13.067788601115332,-0.22788512195554972,-1.681708937196545,-19.10218231766222,-13.056012224301025,709.0000000000002
-6,-4,-9,-10,-2,-1,2,-8,4,-2,-1,-7,-8,-8,-6,-8,-5,1,-10,10,1,3,-3,2,-6,-20.45943946702326,4.797105997862148,0.8973789261097629,-9.068094873883615,-4.166950583065036,542.0000000000002
-7,-10,8,2,8,-4,-2,-7,-6,3,1,5,-1,-1,2,5,-3,-9,-4,-6,10,-4,-10,-10,9,13.642277583577624,-15.70110114057504,2.956294872924463,-4.977765225180135,-0.9197060907468823,467.00000000000034
8,-9,-1,10,9,0,6,1,1,3,0,6,-2,9,-7,6,8,8,-3,1,2,2,0,4,1,-13.1513317669117,14.602665849531084,8.482782753920556,-1.3535737080760117,1.4194568715360631,461.9999999999998
-6,7,2,6,9,10,5,-5,-10,3,0,-2,4,9,2,5,6,3,-4,-1,8,3,7,0,-4,-16.159832984525465,11.332910202105019,5.399257033796637,-5.847826254472195,0.27549200309602084,452.9999999999999
3,-9,0,1,-1,-6,4,-4,-4,4,-8,-9,2,0,2,-6,-6,7,0,9,5,2,7,8,-5,-15.032462595806129,-3.4781590009527226,2.343313542268897,9.350100065340287,10.817207989149674,447.99999999999955
-9,-3,3,9,-7,-5,3,3,6,3,6,8,3,-5,1,4,-2,3,1,-6,-9,10,-3,2,2,-13.53889645326495,-6.596076865837858,2.455924295169143,10.040378680632106,7.638670343301564,392.0000000000002
3,-3,8,-9,5,4,6,3,3,5,10,-10,-7,-5,-8,-7,-2,-2,7,-10,-6,1,-4,-10,8,-11.941743532649218,-3.706762332238206,2.6940927389832887,11.914274481774134,18.040138644130025,630.9999999999998
7,4,-2,-9,1,-5,-9,-7,7,9,1,-2,5,-2,8,-10,-5,-2,9,1,0,6,7,-3,-6,-16.678216113836378,14.76513990375966,9.425527656668729,-1.716284207659757,0.2038327610677208,588.0000000000011
-1,5,7,-6,7,6,2,0,1,1,6,4,6,0,10,-10,4,4,5,2,-8,-2,3,-7,-3,-6.8675335000173305,-5.36867471487296,11.870648196726917,5.742301031680462,3.623258986482922,263.0000000000003
-8,-3,4,7,-7,-4,10,-7,-7,1,6,-2,7,-2,3,8,-5,-5,9,6,-3,6,-8,6,2,-14.262302525762765,-0.09424508477984384,4.902960320428136,17.623509241705175,11.830078048409288,678.0
10,-6,-7,5,2,-10,-3,10,3,2,-6,7,3,-2,6,3,7,3,3,4,9,-9,-1,5,3,-11.815224816309705,17.67543695262099,-3.7247968000032636,5.201407309043525,8.663177354648466,568.0000000000003
3,-8,9,-10,9,-7,0,7,10,-3,2,6,8,5,-4,-5,-1,3,-6,-4,4,8,-7,-1,1,12.859373868708893,8.967989188656073,6.425214976804199,-12.760252225876568,-9.492325808292591,539.9999999999999
-9,-7,8,4,7,1,10,2,7,-3,-4,0,6,7,-1,-3,4,9,4,6,7,1,-1,-1,4,-7.469163991502571,-5.072718268954827,15.973079557203189,3.8581030754378256,7.710699627816384,410.99999999999966
-4,-2,-2,-7,-5,-7,-8,-4,-2,-4,-1,-7,-7,2,-9,-9,-4,3,-2,1,-9,-8,7,7,-5,-17.87485721396837,6.016643349253251,-8.086600221312958,-1.8953957519001043,-4.159790162071814,441.99999999999955
-3,-4,-7,-2,2,0,-3,8,0,7,-4,2,3,-5,-6,-3,0,-4,-7,-9,-3,0,-6,4,9,-11.051686375309872,10.489303310384598,5.593494486422698,-1.7193282489108528,-4.31178317258658,284.99999999999994
8,-5,-3,-4,-7,-9,-7,2,-8,-6,0,-2,-7,-4,-9,-5,-6,-5,9,1,-10,-9,-5,-1,-7,-22.30242282079297,15.501610148513265,9.900993696570996,-7.09029231837726,-0.009888705914010665,885.9999999999993
4,5,10,-1,-10,2,-5,-1,10,5,-4,-5,-10,2,-1,6,10,3,-6,0,-7,3,-6,-3,-8,7.407123033749045,4.390841304038026,-7.2911936758870315,-12.476459954550897,-17.030310707349138,572.9999999999999
3,-7,-6,-7,-8,-5,-7,1,5,5,4,1,4,-9,6,-10,4,5,8,8,-6,8,1,1,-7,14.609049018929051,8.55482998030933,-2.3485307631768153,-7.030960614156443,-12.784387621905134,504.99999999999943
-2,-1,10,-9,-7,3,-7,4,-10,-4,9,2,-10,-3,8,-9,-5,-6,-10,-6,-4,-10,2,8,-4,9.586473740799704,-0.7171846538278014,-4.4749956750084525,-21.646128836134466,-15.748164575828993,829.0
-10,1,-4,3,9,-1,3,-10,0,-1,-7,-10,6,10,6,0,-5,4,-8,-2,1,-5,4,-7,6,18.15775181922595,6.985500786367981,-4.670256802163951,-13.633437943330703,-9.839557860099267,683.0000000000002
-6,-9,9,4,-4,-7,4,5,2,-6,7,3,-9,-4,7,7,8,6,6,-6,-4,3,-2,-10,8,-19.17716274174065,14.528262558357959,7.409970399892924,2.2676980220405905,-2.028768238550812,643.0000000000001
-1,1,-7,-5,6,1,-6,-8,-9,4,0,-8,-1,-8,-1,-1,-10,-2,6,-4,6,-4,8,0,-8,11.642388166896676,3.981158494545736,0.042545828905488865,-8.756944381658593,-16.909148108689315,514.0000000000001
6,-6,-10,4,-2,-2,8,-10,5,-4,-7,-8,-6,5,0,-9,-9,9,3,10,-4,2,10,6,6,15.467271406983519,10.948232290549722,7.0110919106333505,-10.430028901714063,-5.996566706452535,552.9999999999995
-7,-3,-3,-10,-6,-1,-5,1,3,-2,10,5,-8,1,3,-7,8,9,-4,4,3,2,1,4,4,-16.680823193833298,3.9578252876526245,-5.032554892566264,-2.578310171231543,0.3338629699784458,326.00000000000097
10,0,10,-9,-1,0,-2,6,-10,-8,9,5,10,4,8,-10,-9,7,-2,2,8,-3,7,10,7,22.660260246654545,17.43773212462075,-15.325330444409026,3.750542202831233,-5.523204129697529,1096.999999999999
-1,8,5,-6,0,4,7,5,-1,-5,-2,0,9,4,-7,-7,9,1,0,7,-6,-10,7,10,-8,-13.721861091589853,13.793612098056919,8.037748488161203,-2.9239160720181436,1.81441657738989,455.0000000000006
-2,6,-1,9,7,9,8,-8,7,2,10,-6,-6,1,9,-9,8,-6,7,10,8,-5,7,6,2,-12.741631962149944,-7.2768056971523745,1.0614990709820373,11.767482422448936,16.18945616587134,617.0000000000002
3,-5,8,-1,-10,3,6,9,5,-7,8,10,4,10,-5,-4,9,5,3,1,-4,3,-1,-3,-4,21.122928359867224,-10.690120207174878,5.077992362226466,0.6523332100845056,-4.163133725003312,604.0000000000011
-7,-6,-7,8,-8,3,0,5,6,-4,-8,3,-10,-3,9,3,0,4,-9,-1,-8,3,5,-1,-5,6.387099282472324,0.6933776870151773,-6.7280258625127765,-16.89478267663137,-14.45766843034335,581.0
4,8,5,-3,0,-4,9,10,-4,8,10,7,-8,0,1,5,9,3,-1,-5,8,10,0,-10,5,16.773926177793,8.146638502310457,2.274158236798425,-10.231362119210724,-7.96336079769119,520.9999999999995
8,7,-9,1,2,9,8,1,-7,-1,0,2,-8,0,-3,4,3,-3,5,4,4,-1,-6,-6,-4,-10.214348579623527,13.365121535504587,-2.6806880412551464,2.206463508355192,6.323451577018914,335.0000000000001
3,-10,-3,4,-2,-3,-10,3,-2,-4,-6,-3,8,-4,-6,5,4,-4,0,-7,0,-1,-2,-2,-7,13.511827848123716,2.927599945930353,-1.377069358978884,-9.77227365159821,-11.290084783476976,416.00000000000045
7,1,5,10,4,-5,-8,-3,-8,-8,4,1,6,4,2,3,-5,2,3,-8,1,0,-1,-4,-9,15.235800669600152,-14.362373495229491,-6.122390944401626,1.1041662220631063,3.144797547967837,486.9999999999997
3,6,-5,-8,-8,1,-6,10,2,-3,6,7,-6,-7,7,-7,1,3,7,-5,-6,3,10,10,-9,-15.226949100357409,-10.742215926165992,10.33800463274887,6.198018542024265,-1.5668581482496922,494.9999999999997
10,9,7,-7,-6,6,8,7,5,-8,3,-1,8,5,-4,-5,9,4,9,-2,10,5,-8,2,-5,-8.002750606537361,16.589787532942694,2.55245550734316,10.51665389268571,8.343853673565786,526.0000000000001
8,-9,-9,7,-6,1,5,-10,3,1,0,-5,-6,-9,-4,9,-3,-6,-1,7,-10,10,2,9,7,-13.160658340902865,-9.210067290237294,7.055613529414485,11.481994091178253,16.833118010547423,723.0000000000002
-10,3,-1,-1,-9,-9,-10,3,8,1,-10,2,-5,7,1,-1,8,4,-10,-9,8,-3,4,-2,9,6.310054164376613,1.9070000251818273,-15.87533462497013,-8.776537833365563,-9.565181731222754,464.0000000000002
-5,1,10,1,9,7,7,4,4,6,3,4,10,-10,10,8,0,-9,6,9,8,0,3,9,-7,-15.771873251023973,-10.642130694007236,4.827354170558808,18.611173932712536,13.975475841759867,927.0000000000002
10,6,-2,0,-1,7,2,6,-2,2,-5,-2,-1,-3,-6,1,-7,-2,5,4,0,-4,-9,3,-4,13.262519015941585,11.192974698100588,0.20757745090588525,-5.782385012468689,-6.880686152479357,382.00000000000045
7,6,4,-4,-4,1,-4,9,-1,-5,8,7,-8,-6,0,1,-6,3,9,-5,2,-7,6,-3,-8,-16.566528629523063,-6.624174870059576,-1.100171306758434,9.005205113120347,11.285669693220715,528.0
-1,2,-2,-2,-4,9,2,-8,-6,-9,-4,-6,9,5,4,10,-9,-3,1,8,-2,-9,7,3,-6,21.12297500061915,-10.41087338945557,-5.597470412020979,-1.6534667864247259,1.5388355872821526,591.0000000000017
10,-3,2,-7,9,4,1,10,-7,6,-2,9,4,-4,-2,2,-2,-6,1,-2,4,0,5,-6,-8,-9.473002614727971,-6.548102494339623,-0.27017145132871706,8.520826277829125,15.770450282567197,453.99999999999994
8,-9,-10,10,1,-9,3,8,-8,-9,-9,0,-9,6,1,1,6,10,-10,-3,-4,-4,-1,-6,9,-19.028263427522,16.77031598613629,11.539139055117689,-6.170484381757946,-2.110707231974059,818.9999999999983
3,-1,-8,-4,-4,-8,-5,8,4,-5,-5,10,-2,3,8,-8,4,8,1,1,10,-9,6,9,10,12.15681910974546,15.770306573433807,-15.68469985812309,-0.7830268762651912,-4.4593989487910015,663.0000000000002
8,8,-8,3,-5,7,9,-5,4,-6,-4,-5,-7,-9,-6,-10,10,6,9,7,1,-10,-3,7,-8,-15.733853964241355,-6.531262223015698,7.37594711217419,8.402596002470666,17.486573072612234,720.9999999999994
-1,10,8,-1,-10,8,-4,6,4,10,-1,9,7,0,6,-1,-4,-2,-10,-3,-10,9,8,-10,-7,-23.032413944370436,15.934957326441,7.052189844875611,-11.153617308606874,-3.8011159183393035,972.9999999999994
7,-9,-5,-9,1,-8,-5,-9,-9,7,-8,1,0,2,7,-1,-7,9,-9,7,5,4,4,5,-7,-23.343226150032503,12.618068387446838,-7.567202924425465,4.534003917916037,-0.24164323090490805,782.0000000000001
-8,4,0,-10,-8,2,-9,3,-9,-9,4,8,6,-5,7,-4,-3,-2,2,-5,-3,-4,-1,-3,4,-14.0561037808486,-12.505045836480411,1.7935132994893637,10.991374563105369,8.7762617547343,554.9999999999993
9,10,8,2,3,5,1,-6,1,4,7,-7,8,-1,4,-10,-7,-4,-4,1,5,10,10,5,7,19.656792444599187,-11.243779315361301,-3.6069450406048706,6.672857533465715,9.521074377901291,661.0000000000009
-9,-7,9,-8,-6,-3,3,-3,3,-6,4,-8,4,-2,5,-4,5,1,0,-7,-9,-5,7,-8,6,-18.82711300488482,18.24036974831092,6.765394922078584,0.9945284513462163,-3.1731801168508524,744.0000000000006
5,-2,10,1,10,-4,-8,-7,3,5,-4,-9,10,-3,0,9,9,-3,3,2,0,1,-8,-4,-8,12.239223373498678,6.1749148816795865,3.4301521710821623,-12.310446098691937,-7.533844327568512,407.9999999999998
-10,1,9,5,6,0,3,-5,-6,-6,-4,-9,4,9,-10,0,-1,2,-5,7,8,-3,-6,4,-6,-19.587652345276833,-6.559790962442001,-1.991880930895776,3.23787509988477,10.901449138729877,559.9999999999992
-9,-5,5,-10,-10,1,-8,1,3,5,-4,-6,-4,-3,-6,-10,0,-9,-1,-6,-4,4,-3,2,1,-16.785240549413057,10.032100136663336,-8.54555122833304,-5.619567526649656,-0.08174083226759163,487.00000000000034
-9,-9,8,-10,-9,2,7,-2,9,9,0,-5,9,-1,5,0,9,-4,0,-1,-8,-4,3,-2,-4,-15.069165641938604,-2.74283603999551,0.21508156693040076,5.813246677897537,14.78367343710618,487.0
7,8,-8,5,-8,-1,2,-7,-6,8,-3,-10,0,-5,-7,-5,-9,-7,0,-3,-5,8,-9,0,6,-13.406118236048233,18.97107003643029,-6.858466837493517,9.487766843777868,6.805748193333587,723.0000000000005
8,4,-10,-10,-9,-8,-5,10,10,-6,-2,-3,5,4,-1,-7,3,4,7,3,6,-3,-4,-6,-6,12.229344023818634,-9.097817646568265,3.380864579279007,1.5163060234564503,0.9713030200141597,246.99999999999977
-4,-8,-9,-3,10,-4,1,6,-2,-5,-5,0,-2,-3,5,-10,-9,2,-3,-5,9,-8,-2,0,7,15.69974906570167,-14.87297107995043,-7.716778973939496,0.4532263293779483,5.436774658810314,557.0000000000005
9,6,-5,10,9,0,-9,5,7,-6,1,8,3,8,3,9,5,0,6,-8,1,-10,-5,-6,2,18.151001621104633,12.959338500978212,0.6894690739486651,-7.174591677683045,-13.625217518348467,734.9999999999995
1,-2,-8,1,6,2,1,-10,-3,-10,-10,-6,-8,3,2,-10,10,-4,-10,0,7,-8,-10,5,4,12.139604401998056,5.112510139340515,-2.5808583204042375,-10.3228668216519,-16.34838939928237,553.9999999999998
6,-1,-3,-7,4,-9,0,4,-4,8,-4,9,7,-3,5,9,-10,-8,9,-6,9,4,0,-9,-5,17.50551657192066,-11.240028523829519,9.677065959545146,-2.9363849916692555,3.9938309840329826,550.9999999999998
-7,6,6,-10,-8,9,-3,-5,-1,-5,-6,0,-3,-1,6,-8,0,-9,9,5,-3,1,4,2,2,-12.052385434103712,-9.75553214465779,13.809088743424581,-0.3833132022221796,6.382142037559119,471.9999999999994
0,-2,-7,-3,-1,6,-5,-5,-6,-8,-9,-1,-9,9,-7,5,-2,-1,-7,2,-4,-9,-8,-1,10,14.84753577007077,-17.905663187473266,-7.86402449166578,0.17554740377893438,-0.2533954947106573,602.9999999999987
-9,-7,-1,10,-9,0,-2,8,-8,5,-7,8,-5,1,10,8,-8,-5,-8,2,-8,0,4,3,1,15.172330515127202,0.6536673137312144,-4.906242281318556,-17.676461424598603,-16.243294122941247,830.9999999999986
-1,-9,7,6,3,-8,7,-3,-7,-1,7,0,-1,3,-1,1,-7,-5,-7,2,6,1,-8,-2,0,16.06438810066113,-11.79829959528907,-7.999298636583559,0.07768990716864627,1.6555202240428486,463.9999999999995
4,4,2,-2,-5,10,10,-5,-3,0,-7,-1,-5,-4,6,-4,-4,-8,10,-9,-9,-5,-6,5,-6,16.018128435080314,-7.847120638612059,-2.6498200299459174,0.7515643607693762,6.727247872708293,370.9999999999993
-9,9,3,2,2,1,-9,3,-6,3,-4,8,6,-7,5,-4,-8,0,6,1,9,10,2,-7,3,14.648460517277663,-11.775493215648906,-9.877225703843955,-0.020707139458864248,4.02496554167407,466.9999999999999
-8,-6,-1,6,2,-3,4,8,-9,-1,4,0,4,-3,-2,5,-7,-4,-2,5,-6,-3,-8,10,4,15.408550654532672,-11.95616422582455,-7.6168116609681835,5.385559597274068,0.7788656349859403,467.9999999999998
-4,-9,-8,9,-3,-7,-6,-6,-1,5,0,-8,8,-4,1,1,0,0,-4,-2,-6,-2,-6,-3,-3,10.328164090632455,6.07713272983194,-12.608944641057205,-8.902041580302146,-3.894310599105054,396.9999999999999
7,1,-8,6,1,4,4,10,-6,3,-5,3,6,10,2,-2,-2,3,-5,-6,-2,0,-8,4,7,13.890932193704062,-3.989597162067813,-3.3828904914564317,6.867896478181441,5.613658981638755,299.00000000000034
2,7,4,9,2,6,9,6,-2,-9,-4,10,8,5,-3,5,6,8,-1,6,-1,0,-2,7,-1,-11.51998421469677,18.16597432080857,-1.8653131629235729,2.9353884234479435,9.283934633363812,560.9999999999993
6,-7,-10,-10,6,-10,-6,-7,1,8,-9,7,8,-6,3,4,-3,-7,-10,7,-3,5,6,-1,7,16.770003393093642,5.659674483034194,3.352368138071724,-6.482699802680364,-14.299346211519202,570.9999999999998
-7,-6,-9,-8,-5,-4,0,-1,10,-3,-3,-3,-6,7,0,-3,8,-7,1,9,-1,-8,2,3,-5,9.720891982380255,3.1330080271000607,-14.46414373501652,-5.567113266750992,-9.822643007712825,441.0000000000004
3,-8,-10,-9,3,-1,-1,8,-6,6,-8,10,-9,7,-9,-10,-6,-2,-5,-1,5,8,-7,-9,-7,15.633359112107433,6.986635454035762,-6.48251035254147,-12.962188677015407,-22.175295536586304,995.0000000000002
-10,-5,-7,-4,0,2,6,2,7,9,-4,3,9,6,3,0,-4,9,8,4,0,4,-10,-7,-3,-9.936996326106371,-3.2083649137180115,12.969879200714958,2.174451233924554,8.001030805184868,346.0
-3,7,-9,-6,-10,7,-4,3,7,6,-7,-7,2,-6,9,-9,-10,-8,5,-1,-9,2,3,-8,-8,-14.945836089634131,-12.698154547264226,-2.1220442863283653,8.433972282070659,13.33206264115605,638.000000000001
-7,4,-2,3,-8,3,2,7,1,2,3,8,-3,4,-6,7,5,5,-3,-6,-8,-9,-4,-8,-10,13.861638103004852,-1.1449424792984442,-5.9682772132904125,-15.988021021096882,-11.76039738931913,622.9999999999995
-5,7,-7,-5,4,-6,4,5,-3,-3,-7,1,10,-8,-9,-9,4,-10,6,-3,-4,-2,-9,-1,-8,-14.250796741531936,-6.127379353471596,8.06913106534825,1.0859891408541038,18.22305588880118,638.9999999999999
-9,-4,7,6,-3,-2,-6,6,-10,9,-5,3,8,8,5,7,-10,4,3,0,5,3,-8,-1,-5,-16.16273118106579,13.7239392062193,-6.188475082313592,-0.9119437122585456,0.5392107694186319,489.0000000000008
-5,7,-4,4,-7,1,-7,-2,2,-3,3,-7,7,-7,7,5,-3,-7,-10,10,-3,-9,1,7,3,-18.46431579092503,-9.70569851217457,-2.6618677684531638,7.618299863489197,11.213582208063558,626.0000000000001
1,-6,2,-10,-4,-9,10,-10,5,1,-8,-4,6,7,10,-5,-5,6,-10,-1,10,5,10,-6,-3,-13.817832669297601,-10.472774985314453,1.031450243970066,12.081392112012376,15.177765298629595,678.0000000000017
-6,-4,-4,-9,-5,4,-6,0,-3,-2,-5,-8,-10,-8,-3,-1,4,-4,5,-2,-10,7,2,-3,3,-16.272260858843634,-6.383450580871027,5.700336261747317,2.373268547093957,0.5821066308733613,344.00000000000074
